1622205422988,166791,192.168.2.105,2003,2.807354922057604,7,{'_airport._tcp.local': 1, '_companion-link._tcp.local': 1, '_rdlink._tcp.local': 1, '_sleep-proxy._udp.local': 1, '_adisk._tcp.local': 1, '_smsling._tcp.local': 1, '_almigration._tcp.local': 1}
1622205423043,0,192.168.2.105,198,-0.0,1,{'captive.g.aaplimg.com': 1}
1622205423461,1,192.168.2.105,265,1.0,2,{'time.apple.com': 1, 'time-osx.g.aaplimg.com': 1}
1622205423461,2,192.168.2.105,268,1.0,2,{'gateway.icloud.com': 1, 'fe.apple-dns.net': 1}
1622205423461,2,192.168.2.105,317,2.321928094887362,5,{'mesu.apple.com': 1, 'mesu-cdn.apple.com.akadns.net': 1, 'mesu-cdn.origin-apple.com.akadns.net': 1, 'mesu.apple.com.edgekey.net': 1, 'e1329.g.akamaiedge.net': 1}
1622205423461,2,192.168.2.105,326,1.0,2,{'gateway.icloud.com': 1, 'gateway.fe.apple-dns.net': 1}
1622205423461,2,192.168.2.105,345,1.0,2,{'api.apple-cloudkit.com': 1, 'api.apple-cloudkit.fe.apple-dns.net': 1}
1622205423461,3,192.168.2.105,209,1.0,2,{'gsa.apple.com': 1, 'gsa.idms-apple.com.akadns.net': 1}
1622205423461,747,192.168.2.105,256,1.0,2,{'gsa.apple.com': 1, 'akadns.net': 1}
1622205423462,1,192.168.2.105,305,2.0,4,{'bag.itunes.apple.com': 1, 'init-cdn.itunes-apple.com.akadns.net': 1, 'itunes.apple.com.edgekey.net': 1, 'e673.dsce9.akamaiedge.net': 1}
1622205423462,865,192.168.2.105,341,2.321928094887362,5,{'valid.apple.com': 1, 'valid.origin-apple.com.akadns.net': 1, 'valid-apple.g.aaplimg.com': 1, 'valid.apple.com.edgesuite.net': 1, 'a1860.dscd.akamai.net': 1}
1622205423465,740,192.168.2.105,242,1.0,2,{'albert.apple.com': 1, 'v.aaplimg.com': 1}
1622205443294,0,192.168.2.105,294,1.584962500721156,3,{'g.symcd.com': 1, 'ocsp-ds.ws.symantec.com.edgekey.net': 1, 'dscb1.akamaiedge.net': 1}
1622205447045,1,192.168.2.105,408,2.321928094887362,5,{'updates-http.cdn-apple.com': 1, 'updates-http.cdn-apple.com.akadns.net': 1, 'updates-http-india.cdn-apple.com.akadns.net': 1, 'updates-http.cdn-apple.com.edgesuite.net': 1, 'dscgi3.akamai.net': 1}
1622205447047,0,192.168.2.105,236,1.0,2,{'a1271.dscgi3.akamai.net': 1, 'dscgi3.akamai.net': 1}
1622205464176,0,192.168.2.105,262,1.0,2,{'setup.icloud.com': 1, 'fe.apple-dns.net': 1}
1622205464596,0,192.168.2.105,241,1.0,2,{'setup.fe.apple-dns.net': 1, 'fe.apple-dns.net': 1}
1622205464596,0,192.168.2.105,296,-0.0,1,{'setup.fe.apple-dns.net': 1}
1622205464598,0,192.168.2.105,192,-0.0,1,{'e17437.dscb.akamaiedge.net': 1}
1622205476471,0,192.168.2.105,357,2.321928094887362,5,{'swcdn.apple.com': 1, 'swcdn.apple.com.akadns.net': 1, 'swcdn-in-lb.apple.com.akadns.net': 1, 'swcdn.apple.com.edgesuite.net': 1, 'dscgi3.akamai.net': 1}
1622205487747,0,192.168.2.105,204,-0.0,1,{'lb._dns-sd._udp.0.2.168.192.in-addr.arpa': 1}
1622205541836,0,192.168.2.105,211,-0.0,1,{'DOMAIN': 1}
1622205544121,0,192.168.2.105,217,-0.0,1,{'PRASENJIT': 1}
1622525819814,1129,192.168.2.105,501,-0.0,1,{'DESKTOP-NT4VIRQ.local': 1}
1622525819815,2,192.168.2.105,211,1.0,2,{'time.windows.com': 1, 'time.microsoft.akadns.net': 1}
1622525819825,0,192.168.2.105,268,2.0,4,{'www.msftconnecttest.com': 1, 'v4ncsi.msedge.net': 1, 'ncsi.4-c-0003.c-msedge.net': 1, '4-c-0003.c-msedge.net': 1}
1622525821514,0,192.168.2.105,249,1.0,2,{'settings-win.data.microsoft.com': 1, 'settingsfd-geo.trafficmanager.net': 1}
1622525821514,709,192.168.2.105,363,2.321928094887362,5,{'fs.microsoft.com': 1, 'prod.fs.microsoft.com.akadns.net': 1, 'fs-wildcard.microsoft.com.edgekey.net': 1, 'fs-wildcard.microsoft.com.edgekey.net.globalredir.akadns.net': 1, 'e1723.g.akamaiedge.net': 1}
1622525822225,0,192.168.2.105,376,2.321928094887362,5,{'ctldl.windowsupdate.com': 1, 'au-bg-shim.trafficmanager.net': 1, 'audownload.windowsupdate.nsatc.net': 1, 'au.download.windowsupdate.com.edgesuite.net': 1, 'a767.dscg3.akamai.net': 1}
1622525830762,0,192.168.2.105,451,2.584962500721156,6,{'login.live.com': 1, 'login.msa.msidentity.com': 1, 'www.tm.lg.prod.aadmsa.trafficmanager.net': 1, 'prda.aadg.msidentity.com': 1, 'www.tm.a.prd.aadg.trafficmanager.net': 1, 'maa.current.a.prd.aadg.trafficmanager.net': 1}
1622525830763,0,192.168.2.105,206,1.0,2,{'ocsp.digicert.com': 1, 'cs9.wac.phicdn.net': 1}
1622525834009,0,192.168.2.105,251,1.584962500721156,3,{'go.microsoft.com': 1, 'go.microsoft.com.edgekey.net': 1, 'e11290.dspg.akamaiedge.net': 1}
1622525837576,0,192.168.2.105,243,1.0,2,{'fe2cr.update.microsoft.com': 1, 'fe2cr.update.microsoft.com.akadns.net': 1}
1622525837576,1250,192.168.2.105,383,2.584962500721156,6,{'licensing.mp.microsoft.com': 1, 'consumer-licensing-aks2eap.md.mp.microsoft.com.akadns.net': 1, 'consumer-licensing-aks2eap-asia.md.mp.microsoft.com.akadns.net': 1, 'licensing.md.mp.microsoft.com.akadns.net': 1, 'licensing-asiaeap.md.mp.microsoft.com.akadns.net': 1, 'mw1.licensing.md.mp.microsoft.com.akadns.net': 1}
1622525837979,0,192.168.2.105,383,2.584962500721156,6,{'licensing.mp.microsoft.com': 1, 'consumer-licensing-aks2eap.md.mp.microsoft.com.akadns.net': 1, 'consumer-licensing-aks2eap-asia.md.mp.microsoft.com.akadns.net': 1, 'licensing.md.mp.microsoft.com.akadns.net': 1, 'licensing-asiaeap.md.mp.microsoft.com.akadns.net': 1, 'mw1.licensing.md.mp.microsoft.com.akadns.net': 1}
1622525847018,0,192.168.2.105,383,2.584962500721156,6,{'licensing.mp.microsoft.com': 1, 'consumer-licensing-aks2eap.md.mp.microsoft.com.akadns.net': 1, 'consumer-licensing-aks2eap-asia.md.mp.microsoft.com.akadns.net': 1, 'licensing.md.mp.microsoft.com.akadns.net': 1, 'licensing-asiaeap.md.mp.microsoft.com.akadns.net': 1, 'mw1.licensing.md.mp.microsoft.com.akadns.net': 1}
1622525847905,0,192.168.2.105,293,1.584962500721156,3,{'fe3cr.delivery.mp.microsoft.com': 1, 'fe3.delivery.mp.microsoft.com': 1, 'fe3.delivery.dsp.mp.microsoft.com.nsatc.net': 1}
1622525870216,0,192.168.2.105,309,1.584962500721156,3,{'dmd.metaservices.microsoft.com': 1, 'devicemetadataservice.trafficmanager.net': 1, 'vmss-prod-neu.northeurope.cloudapp.azure.com': 1}
1622525870216,1650,192.168.2.105,465,2.584962500721156,6,{'displaycatalog.mp.microsoft.com': 1, 'displaycatalog-rp.md.mp.microsoft.com.akadns.net': 1, 'displaycatalog-rp-asia.md.mp.microsoft.com.akadns.net': 1, 'consumerrp-displaycatalog-aks2eap-asia.md.mp.microsoft.com.akadns.net': 1, 'consumerrp-displaycatalog-aks2aks-asia.md.mp.microsoft.com.akadns.net': 1, 'seas-consumerrp-displaycatalog-aks2aks-asia.md.mp.microsoft.com.akadns.net': 1}
1622525870989,0,192.168.2.105,465,2.584962500721156,6,{'displaycatalog.mp.microsoft.com': 1, 'displaycatalog-rp.md.mp.microsoft.com.akadns.net': 1, 'displaycatalog-rp-asia.md.mp.microsoft.com.akadns.net': 1, 'consumerrp-displaycatalog-aks2eap-asia.md.mp.microsoft.com.akadns.net': 1, 'consumerrp-displaycatalog-aks2aks-asia.md.mp.microsoft.com.akadns.net': 1, 'seas-consumerrp-displaycatalog-aks2aks-asia.md.mp.microsoft.com.akadns.net': 1}
1622525882356,211,192.168.2.105,283,2.0,4,{'account.live.com': 1, 'account.msa.msidentity.com': 1, 'account.msa.trafficmanager.net': 1, 'l-0013.l-msedge.net': 1}
1622525885783,0,192.168.2.105,156,-0.0,1,{'live.com': 1}
1622525897159,0,192.168.2.105,350,2.584962500721156,6,{'acctcdn.msauth.net': 1, 'acctcdn.trafficmanager.net': 1, 'acctcdnvzeuno.azureedge.net': 1, 'acctcdnvzeuno.ec.azureedge.net': 1, 'scdn1efff.wpc.9da5e.alphacdn.net': 1, 'sni1gl.wpc.alphacdn.net': 1}
1622525900760,0,192.168.2.105,315,1.584962500721156,3,{'smartscreen-prod.microsoft.com': 1, 'wd-prod-ss.trafficmanager.net': 1, 'wd-prod-ss-as-southeast-2-fe.southeastasia.cloudapp.azure.com': 1}
1622525902199,0,192.168.2.105,326,2.0,4,{'purchase.mp.microsoft.com': 1, 'purchase.md.mp.microsoft.com.akadns.net': 1, 'purchase-asiaeap.md.mp.microsoft.com.akadns.net': 1, 'sea-az-conspurchase-mp.trafficmanager.net': 1}
1622525902200,0,192.168.2.105,292,1.584962500721156,3,{'settings-win.data.microsoft.com': 1, 'settingsfd-geo.trafficmanager.net': 1, 'settingsfd-prod-ea1-endpoint.trafficmanager.net': 1}
1622525960085,0,192.168.2.105,302,1.584962500721156,3,{'browser.events.data.microsoft.com': 1, 'browser.events.data.trafficmanager.net': 1, 'skypedataprdcolneu00.cloudapp.net': 1}
1622525969947,192,192.168.2.105,325,2.0,4,{'www.microsoft.com': 1, 'www.microsoft.com-c-3.edgekey.net': 1, 'www.microsoft.com-c-3.edgekey.net.globalredir.akadns.net': 1, 'e13678.dscb.akamaiedge.net': 1}
1622525974668,0,192.168.2.105,441,2.321928094887362,5,{'login.microsoftonline.com': 1, 'a.privatelink.msidentity.com': 1, 'prda.aadg.msidentity.com': 1, 'www.tm.a.prd.aadg.trafficmanager.net': 1, 'maa.current.a.prd.aadg.trafficmanager.net': 1}
1622525979723,0,192.168.2.105,258,-0.0,1,{'microsoftonline.com': 1}
1622525980837,0,192.168.2.105,285,2.0,4,{'aadcdn.msftauth.net': 1, 'aadcdnoriginneu.azureedge.net': 1, 'aadcdnoriginneu.ec.azureedge.net': 1, 'cs1100.wpc.omegacdn.net': 1}
1622526117380,0,192.168.2.105,293,1.584962500721156,3,{'fe3cr.delivery.mp.microsoft.com': 1, 'fe3.delivery.mp.microsoft.com': 1, 'fe3.delivery.dsp.mp.microsoft.com.nsatc.net': 1}
1622526117380,0,192.168.2.105,293,1.584962500721156,3,{'fe3cr.delivery.mp.microsoft.com': 1, 'fe3.delivery.mp.microsoft.com': 1, 'fe3.delivery.dsp.mp.microsoft.com.nsatc.net': 1}
1622526127332,0,192.168.2.105,300,1.584962500721156,3,{'v20.events.data.microsoft.com': 1, 'global.asimov.events.data.trafficmanager.net': 1, 'skypedataprdcoleus04.cloudapp.net': 1}
1622526127332,0,192.168.2.105,300,1.584962500721156,3,{'v20.events.data.microsoft.com': 1, 'global.asimov.events.data.trafficmanager.net': 1, 'skypedataprdcolweu04.cloudapp.net': 1}
1622526127333,0,192.168.2.105,196,-0.0,1,{'cdnjs.cloudflare.com': 1}
1622526129515,0,192.168.2.105,298,1.584962500721156,3,{'browser.pipe.aria.microsoft.com': 1, 'browser.events.data.trafficmanager.net': 1, 'skypedataprdcolcus00.cloudapp.net': 1}
1622526177169,829,192.168.2.105,307,1.584962500721156,3,{'checkappexec.microsoft.com': 1, 'wd-prod-ss.trafficmanager.net': 1, 'wd-prod-ss-as-southeast-3-fe.southeastasia.cloudapp.azure.com': 1}
1622526193746,0,192.168.2.105,258,1.584962500721156,3,{'arc.msn.com': 1, 'arc.trafficmanager.net': 1, 'iris-de-prod-azsc-eas.eastasia.cloudapp.azure.com': 1}
1622526213519,0,192.168.2.105,313,1.584962500721156,3,{'nav.smartscreen.microsoft.com': 1, 'wd-prod-ss.trafficmanager.net': 1, 'wd-prod-ss-as-southeast-2-fe.southeastasia.cloudapp.azure.com': 1}
1622526213521,0,192.168.2.105,315,1.584962500721156,3,{'smartscreen-prod.microsoft.com': 1, 'wd-prod-ss.trafficmanager.net': 1, 'wd-prod-ss-as-southeast-4-fe.southeastasia.cloudapp.azure.com': 1}
1622526224879,0,192.168.2.105,246,1.584962500721156,3,{'gameplay.intel.com': 1, 'intel11.cn.edgekey.net': 1, 'e11.dsca.akamaiedge.net': 1}
1622526298566,0,192.168.2.105,300,1.584962500721156,3,{'v10.events.data.microsoft.com': 1, 'global.asimov.events.data.trafficmanager.net': 1, 'skypedataprdcoljpe00.cloudapp.net': 1}
1622526298566,201,192.168.2.105,300,1.584962500721156,3,{'v10.events.data.microsoft.com': 1, 'global.asimov.events.data.trafficmanager.net': 1, 'skypedataprdcolcus14.cloudapp.net': 1}
1622526316786,0,192.168.2.105,250,1.584962500721156,3,{'oneclient.sfx.ms': 1, 'oneclient.sfx.ms.edgekey.net': 1, 'e9659.dspg.akamaiedge.net': 1}
1622526318068,0,192.168.2.105,285,1.0,2,{'pla-prod-sea-sb-ns-ingest-01.servicebus.windows.net': 1, 'ns-eh2-prod-sg3-502.cloudapp.net': 1}
1622526367508,0,192.168.2.105,242,1.584962500721156,3,{'k-ring.msedge.net': 1, 'k-ring.k-9999.k-msedge.net': 1, 'k-9999.dc-msedge.net': 1}
1622526368669,0,192.168.2.105,225,1.584962500721156,3,{'s-ring.msedge.net': 1, 's-ring.s-9999.s-msedge.net': 1, 's-9999.s-msedge.net': 1}
1622526368672,0,192.168.2.105,235,1.584962500721156,3,{'spo-ring.msedge.net': 1, 'spo-ring.spo-9999.spo-msedge.net': 1, 'spo-9999.spo-msedge.net': 1}
1622526371567,0,192.168.2.105,291,1.0,2,{'6a4c52c0707dfe98e234a37cb7bde816.clo.footprintdns.com': 1, 'bl2prdapp01-canary.cloudapp.net': 1}
1622526396921,0,192.168.2.105,251,1.584962500721156,3,{'go.microsoft.com': 1, 'go.microsoft.com.edgekey.net': 1, 'e11290.dspg.akamaiedge.net': 1}
1622526406845,0,192.168.2.105,247,1.584962500721156,3,{'ocsp.entrust.net': 1, 'ocsp.entrust.net.edgekey.net': 1, 'e6913.dscx.akamaiedge.net': 1}
1622526421032,0,192.168.2.105,250,1.584962500721156,3,{'sv.symcd.com': 1, 'ocsp-ds.ws.symantec.com.edgekey.net': 1, 'e8218.dscb1.akamaiedge.net': 1}
1622526425599,0,192.168.2.105,132,-0.0,1,{'errors': 1}
1622526425599,0,192.168.2.105,132,-0.0,1,{'errors': 1}
1622526425599,2,192.168.2.105,304,-0.0,1,{'errors.local': 1}
1622526436064,0,192.168.2.105,321,1.584962500721156,3,{'d3-pr-cu-app-gcrapicore.azurewebsites.net': 1, 'waws-prod-dm1-055.sip.azurewebsites.windows.net': 1, 'waws-prod-dm1-055.cloudapp.net': 1}
1622527154705,74302,192.168.2.105,959,2.807354922057604,7,{'content.dellsupportcenter.com': 1, 'content.dellsupportcenter.com.edgekey.net': 1, 'e10007.t.akamaiedge.net': 1, 'tlu.dl.delivery.mp.microsoft.com': 1, 'tlu-fg-shim.trafficmanager.net': 1, '2-01-3cf7-000d.cdx.cedexis.net': 1, '3.tlu.dl.delivery.mp.microsoft.com.c.footprint.net': 1}
1622527229012,0,192.168.2.105,300,1.584962500721156,3,{'v10.events.data.microsoft.com': 1, 'global.asimov.events.data.trafficmanager.net': 1, 'skypedataprdcoljpw00.cloudapp.net': 1}
1622527270916,0,192.168.2.105,257,1.584962500721156,3,{'dellupdater.dell.com': 1, 'dellupdater.dell.com.edgekey.net': 1, 'e28.g.akamaiedge.net': 1}
1622527270916,1,192.168.2.105,257,1.584962500721156,3,{'dellupdater.dell.com': 1, 'dellupdater.dell.com.edgekey.net': 1, 'e28.g.akamaiedge.net': 1}
1622527337130,0,192.168.2.105,251,1.584962500721156,3,{'go.microsoft.com': 1, 'go.microsoft.com.edgekey.net': 1, 'e11290.dspg.akamaiedge.net': 1}
1622527337131,0,192.168.2.105,309,1.584962500721156,3,{'dmd.metaservices.microsoft.com': 1, 'devicemetadataservice.trafficmanager.net': 1, 'vmss-prod-neu.northeurope.cloudapp.azure.com': 1}
1622527337132,0,192.168.2.105,309,1.584962500721156,3,{'dmd.metaservices.microsoft.com': 1, 'devicemetadataservice.trafficmanager.net': 1, 'vmss-prod-neu.northeurope.cloudapp.azure.com': 1}
1622527371542,2,192.168.2.105,293,1.584962500721156,3,{'self.events.data.microsoft.com': 1, 'self-events-data.trafficmanager.net': 1, 'skypedataprdcolcus02.cloudapp.net': 1}
1622527372569,0,192.168.2.105,315,1.584962500721156,3,{'smartscreen-prod.microsoft.com': 1, 'wd-prod-ss.trafficmanager.net': 1, 'wd-prod-ss-as-southeast-4-fe.southeastasia.cloudapp.azure.com': 1}
1622527372575,390,192.168.2.105,350,2.0,4,{'officehome.cdn.office.net': 1, 'officehome.cdn.office.net-c.edgekey.net': 1, 'officehome.cdn.office.net-c.edgekey.net.globalredir.akadns.net': 1, 'e19254.dscg.akamaiedge.net': 1}
1622527375153,0,192.168.2.105,160,-0.0,1,{'office.com': 1}
1622527458797,0,192.168.2.105,375,2.584962500721156,6,{'maps.windows.com': 1, 'maps-win-com-cdn.azureedge.net': 1, 'maps-win-com-cdn.afd.azureedge.net': 1, 'star-azureedge-prod.trafficmanager.net': 1, 'dual.part-0009.t-0009.t-msedge.net': 1, 'part-0009.t-0009.t-msedge.net': 1}
1622527518208,0,192.168.2.105,465,2.584962500721156,6,{'displaycatalog.mp.microsoft.com': 1, 'displaycatalog-rp.md.mp.microsoft.com.akadns.net': 1, 'displaycatalog-rp-asia.md.mp.microsoft.com.akadns.net': 1, 'consumerrp-displaycatalog-aks2eap-asia.md.mp.microsoft.com.akadns.net': 1, 'consumerrp-displaycatalog-aks2aks-asia.md.mp.microsoft.com.akadns.net': 1, 'seas-consumerrp-displaycatalog-aks2aks-asia.md.mp.microsoft.com.akadns.net': 1}
1622527518208,1400,192.168.2.105,465,2.584962500721156,6,{'displaycatalog.mp.microsoft.com': 1, 'displaycatalog-rp.md.mp.microsoft.com.akadns.net': 1, 'displaycatalog-rp-asia.md.mp.microsoft.com.akadns.net': 1, 'consumerrp-displaycatalog-aks2eap-asia.md.mp.microsoft.com.akadns.net': 1, 'consumerrp-displaycatalog-aks2aks-asia.md.mp.microsoft.com.akadns.net': 1, 'seas-consumerrp-displaycatalog-aks2aks-asia.md.mp.microsoft.com.akadns.net': 1}
1622527538494,0,192.168.2.105,300,1.584962500721156,3,{'v10.events.data.microsoft.com': 1, 'global.asimov.events.data.trafficmanager.net': 1, 'skypedataprdcoleus00.cloudapp.net': 1}
1622527559214,0,192.168.2.105,260,1.584962500721156,3,{'arc.msn.com': 1, 'arc.trafficmanager.net': 1, 'iris-de-prod-azsc-eas-b.eastasia.cloudapp.azure.com': 1}
1622527563835,0,192.168.2.105,300,1.584962500721156,3,{'v10.events.data.microsoft.com': 1, 'global.asimov.events.data.trafficmanager.net': 1, 'skypedataprdcoleus11.cloudapp.net': 1}
1622527707164,1,192.168.2.105,339,2.321928094887362,5,{'da.xboxservices.com': 1, 'xbet-afd-prod.azurefd.net': 1, 'star-azurefd-prod.trafficmanager.net': 1, 'dual.part-0009.t-0009.t-msedge.net': 1, 'part-0009.t-0009.t-msedge.net': 1}
1622528067411,0,192.168.2.105,258,1.584962500721156,3,{'arc.msn.com': 1, 'arc.trafficmanager.net': 1, 'iris-de-prod-azsc-eas.eastasia.cloudapp.azure.com': 1}
1622528069100,1299,192.168.2.105,275,1.0,2,{'img-prod-cms-rt-microsoft-com.akamaized.net': 1, 'a1449.dscg2.akamai.net': 1}
1622528069101,1296,192.168.2.105,275,1.0,2,{'img-prod-cms-rt-microsoft-com.akamaized.net': 1, 'a1449.dscg2.akamai.net': 1}
1622529348985,218299,192.168.2.105,6772,4.247927513443588,19,{'DESKTOP-NT4VIRQ.local': 1, 'wpad.local': 1, '_googlecast._tcp.local': 1, 'iiagndyugxcs.local': 1, 'uknswdbcfsbve.local': 1, 'dzvdczpkuu.local': 1, 'vmncucjaixrxx.local': 1, 'uhqvjqvf.local': 1, 'hiqhdsm.local': 1, 'ijtleawndu.local': 1, 'eqtxsmrsmy.local': 1, 'jauudjwflmu.local': 1, 'pptvofhbbcbi.local': 1, 'qiykatrozyjnbwd.local': 1, 'urlqhqjcybq.local': 1, 'tzxpnzz.local': 1, 'e1966576-2af0-45a6-a89b-fc7cec0a4ba4.local': 1, '31b9a87a-dcb9-43fa-9aa4-ca3a38063a5b.local': 1, 'cc3d9865-e89c-4428-8345-467818725d7b.local': 1}
1622529524581,0,192.168.2.105,393,2.807354922057604,7,{'ctldl.windowsupdate.com': 1, 'au-bg-shim.trafficmanager.net': 1, 'audownload.windowsupdate.nsatc.net': 1, 'wu.azureedge.net': 1, 'wu.ec.azureedge.net': 1, 'wu.wpc.apr-52dd2.edgecastdns.net': 1, 'cs11.wpc.v0cdn.net': 1}
1622529749488,1,192.168.2.105,219,1.0,2,{'r5---sn-cvh7knes.gvt1.com': 1, 'r5.sn-cvh7knes.gvt1.com': 1}
1622529749489,0,192.168.2.105,219,1.0,2,{'r5---sn-cvh7knes.gvt1.com': 1, 'r5.sn-cvh7knes.gvt1.com': 1}
1622530639010,243627,192.168.2.105,296,-0.0,1,{'wpad.local': 1}
1622530881711,922,192.168.2.105,128,-0.0,1,{'wpad': 1}
1622530917220,0,192.168.2.105,168,-0.0,1,{'www.google.com': 1}
